#
#  ypes214092cyc 21.5 Genes link table generated on Wed Oct 25, 2017
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
GKDD-2516		yicN	
GKDD-3299			
GKDD-3592		hemG	
GKDD-3715			
GKDD-482			
GKDD-1809			
GKDD-1904			
GKDD-359		mutL	
GKDD-587			
GKDD-1081		galT	
GKDD-2083			
GKDD-1823		int	
GKDD-3154		tnp	
GKDD-1867		astA	
GKDD-2036			
GKDD-3492			
GKDD-897			
GKDD-1541			
GKDD-241			
GKDD-368		rnr	
GKDD-3219		sfsA	
GKDD-2327			
GKDD-1248			
GKDD-2783			
GKDD-1232		fruB	
GKDD-1035			
GKDD-1500			
GKDD-1856		hmsH	
GKDD-721			
GKDD-1262			
GKDD-904		speC	
GKDD-694		flgJ	
GKDD-2178		pntB	
GKDD-2137		araH	
GKDD-3667		corA	
GKDD-1042		tnp	
GKDD-339		groEL	
GKDD-3648			
GKDD-3867			
GKDD-2673			
GKDD-1780			
GKDD-1389			
GKDD-181			
GKDD-2435		y1062	
GKDD-1451			
GKDD-2599		ccmE	
GKDD-2693		goaG	
GKDD-1629		ecpD	
GKDD-1830			
GKDD-3309		nlpI	
GKDD-3805			
GKDD-1645		kduD1	
GKDD-1455			
GKDD-4021			
GKDD-1770			
GKDD-410		rsmC	
GKDD-3405		ptsN	
GKDD-780			
GKDD-504		y1093	
GKDD-634			
GKDD-3435			
GKDD-3553		nfi	
GKDD-113		metJ	
GKDD-1525		fabD	
GKDD-1616			
GKDD-145			
GKDD-1471		hisF	
GKDD-1113		xapA	
GKDD-3198			
GKDD-445			
GKDD-3593		trkH	
GKDD-293		tnp	
GKDD-2309		marC	
GKDD-886			
GKDD-3730			
GKDD-2707		thiD	
GKDD-2446			
GKDD-2294		pmrF	
GKDD-3895		yidE	
GKDD-2084			
GKDD-3678		cyaA	
GKDD-2630		folC	
GKDD-100			
GKDD-5			
GKDD-2469		holA	
GKDD-4113			
GKDD-1556		pepT	
GKDD-2871		maeB	
GKDD-2850		cysM	
GKDD-2110			
GKDD-954			
GKDD-998		rnhB	
GKDD-2244		pdxH	
GKDD-1929			
GKDD-1744		fliL	
GKDD-1301		infA	
GKDD-2538			
GKDD-2179		pntA	
GKDD-1235		psaE	
GKDD-1792			
GKDD-285			
GKDD-3167			
GKDD-869			
GKDD-531		ddl	
GKDD-1674		fcuA	
GKDD-905			
GKDD-1841			
GKDD-3970			
GKDD-2323			
GKDD-211		rplN	
GKDD-2806			
GKDD-810			
GKDD-274		hmuT	
GKDD-596			
GKDD-3787			
GKDD-2754		glnB	
GKDD-3473		panF	
GKDD-2569		srmB	
GKDD-3344			
GKDD-967			
GKDD-664			
GKDD-746			
GKDD-1587		motA	
GKDD-3114		rplS	
GKDD-3992			
GKDD-3209		yadS	
GKDD-2408		nuoN	
GKDD-2517		y1062	
GKDD-1953		ruvC	
GKDD-2213		zntB	
GKDD-3821			
GKDD-3069		hmwA	
GKDD-1511			
GKDD-3282		phnL	
GKDD-1325			
GKDD-2718		guaB	
GKDD-1086			
GKDD-413		prfC	
GKDD-1997			
GKDD-1146		dinG	
GKDD-3016		yajC	
GKDD-2085		ompW	
GKDD-3704		rhlB	
GKDD-3622		ugpC	
GKDD-1069			
GKDD-2037			
GKDD-1740		fliP	
GKDD-2827			
GKDD-304			
GKDD-3391			
GKDD-2124			
GKDD-846			
GKDD-3493			
GKDD-3255		tnp	
GKDD-4078		yscT	
GKDD-242		y1093	
GKDD-1491			
GKDD-2337			
GKDD-1495		argG	
GKDD-4086		yscE	
GKDD-3361		rpsF	
GKDD-3080			
GKDD-4118		pim	
GKDD-2898		dapX	
GKDD-2986		clpX	
GKDD-3687			
GKDD-695		flgK	
GKDD-2180			
GKDD-2462		dacA	
GKDD-1195			
GKDD-2670			
GKDD-2004			
GKDD-1375			
GKDD-2401			
GKDD-757		cheD	
GKDD-52		dut	
GKDD-1701		ptrB	
GKDD-3868			
GKDD-2348		mtlK	
GKDD-3835		uhpA	
GKDD-1968			
GKDD-1874		hutI	
GKDD-3539		metA	
GKDD-1407			
GKDD-3138			
GKDD-1609			
GKDD-182			
GKDD-2600		ccmF	
GKDD-423		smp	
GKDD-1847			
GKDD-3908			
GKDD-983		ampM	
GKDD-3310		pnp	
GKDD-2896		purC	
GKDD-3759		argC	
GKDD-1923			
GKDD-1161		ompC	
GKDD-3516			
GKDD-4022			
GKDD-3963			
GKDD-2803			
GKDD-373		y1093	
GKDD-505		leuD	
GKDD-635		icc	
GKDD-3562			
GKDD-1345		pepN	
GKDD-838		xerD	
GKDD-921		insA	
GKDD-4063		lcrV	
GKDD-945			
GKDD-3237			
GKDD-3466			
GKDD-3177		mutS	
GKDD-1265		potF	
GKDD-3056		apbE	
GKDD-738			
GKDD-2086			
GKDD-455		lspA	
GKDD-2657			
GKDD-1156		gyrA	
GKDD-3594			
GKDD-1688		hpaI	
GKDD-3267			
GKDD-3943			
GKDD-1292			
GKDD-1580		cspC	
GKDD-3181		surE	
GKDD-727			
GKDD-1127			
GKDD-1983			
GKDD-1716		flgM	
GKDD-2631		dedD	
GKDD-12			
GKDD-908			
GKDD-819			
GKDD-3260			
GKDD-3697		rffG	
GKDD-1217			
GKDD-1045			
GKDD-4107		tnpR	
GKDD-2794		sfuB	
GKDD-63		rfaD	
GKDD-343		sugE	
GKDD-2376		tam	
GKDD-3001		thiJ	
GKDD-3377			
GKDD-2245			
GKDD-1097			
GKDD-2964		rpmJ	
GKDD-2181			
GKDD-3641		ftsX	
GKDD-33		rbn	
GKDD-791			
GKDD-1897			
GKDD-824			
GKDD-212		rplX	
GKDD-3576			
GKDD-2912			
GKDD-1824			
GKDD-1889			
GKDD-3450			
GKDD-394			
GKDD-1392			
GKDD-1463			
GKDD-2546		seqA	
GKDD-2494		nagE	
GKDD-2570			
GKDD-2274			
GKDD-3421			
GKDD-3345			
GKDD-1641			
GKDD-665			
GKDD-2909		tnp	
GKDD-2519		cspB	
GKDD-2975		mdlA	
GKDD-3993			
GKDD-466		tnp	
GKDD-3532		hpmB	
GKDD-1360			
GKDD-2427			
GKDD-1602		cheZ	
GKDD-2214		mppA	
GKDD-332			
GKDD-3952			
GKDD-567			
GKDD-3752			
GKDD-434			
GKDD-2287		lplA	
GKDD-318		rhaD	
GKDD-2839			
GKDD-2087		trpA	
GKDD-3741			
GKDD-1727		flgK	
GKDD-3768		glgC	
GKDD-1060		cydB	
GKDD-3716		imm	
GKDD-21		dsbA	
GKDD-3088		yfiF	
GKDD-2038			
GKDD-795		gatY	
GKDD-1810			
GKDD-3292			
GKDD-3034			
GKDD-3844			
GKDD-1023			
GKDD-3494			
GKDD-1475		hisC	
GKDD-3273			
GKDD-1438		mglC	
GKDD-1542		ycfO	
GKDD-243			
GKDD-85			
GKDD-1482		yeeF	
GKDD-2731			
GKDD-1426			
GKDD-2480			
GKDD-1572			
GKDD-2762			
GKDD-696		flgL	
GKDD-2182			
GKDD-2809			
GKDD-1424		moeA	
GKDD-129			
GKDD-2818			
GKDD-2358			
GKDD-183			
GKDD-556			
GKDD-2601		ccmG	
GKDD-2694			
GKDD-1630		htrE	
GKDD-2915		ybbP	
GKDD-488			
GKDD-771			
GKDD-3311			
GKDD-4056		sycT	
GKDD-3780			
GKDD-4023			
GKDD-2747			
GKDD-3923		pstC	
GKDD-3145		cybC	
GKDD-3406			
GKDD-160			
GKDD-506		leuC	
GKDD-2817		cru	
GKDD-636			
GKDD-3436			
GKDD-2784			
GKDD-1657			
GKDD-3104		yfiA	
GKDD-2680		speG	
GKDD-1309			
GKDD-4043		yopE	
GKDD-1505			
GKDD-1414			
GKDD-2088		trpB	
GKDD-115		metL	
GKDD-73			
GKDD-3595		tnp	
GKDD-4099		ypkA	
GKDD-1733			
GKDD-1138			
GKDD-2310			
GKDD-3802			
GKDD-3731			
GKDD-1930		tnp	
GKDD-438		arcA	
GKDD-3896		ibpB	
GKDD-3659			
GKDD-2632		cvpA	
GKDD-892			
GKDD-3155			
GKDD-3122		luxS	
GKDD-476		rluA	
GKDD-1557			
GKDD-1174			
GKDD-2111			
GKDD-999		dnaE	
GKDD-81		fieF	
GKDD-1912			
GKDD-2246		anmK	
GKDD-784			
GKDD-537			
GKDD-140			
GKDD-2183			
GKDD-947			
GKDD-2922		cueR	
GKDD-1860			
GKDD-3048		gpt	
GKDD-880		gshB	
GKDD-1675		yebN	
GKDD-1029		dnaQ	
GKDD-612		rpoD	
GKDD-937			
GKDD-213		rplE	
GKDD-3934		atpB	
GKDD-1834			
GKDD-3956			
GKDD-2571		nadB	
GKDD-3346			
GKDD-968		gcvA	
GKDD-666			
GKDD-2520			
GKDD-3809			
GKDD-1334		mukF	
GKDD-3994			
GKDD-1649		y1093	
GKDD-2019			
GKDD-2454			
GKDD-3457		tnp	
GKDD-1954		ruvA	
GKDD-2215			
GKDD-3822		yhjK	
GKDD-1527		acpP	
GKDD-3170		arsB	
GKDD-3286			
GKDD-1998			
GKDD-1748		fliH	
GKDD-1149		tyrP	
GKDD-2089		trpC	
GKDD-3202		mazG	
GKDD-3017		tgt	
GKDD-3847			
GKDD-305		lexA	
GKDD-1289		poxB	
GKDD-1756		fliT	
GKDD-3120			
GKDD-3623		ugpE	
GKDD-153		gph	
GKDD-1115		tnp	
GKDD-351		psd	
GKDD-2711			
GKDD-2039			
GKDD-580			
GKDD-3215		fhuC	
GKDD-102			
GKDD-278			
GKDD-3392			
GKDD-2810			
GKDD-1185			
GKDD-2125			
GKDD-3690		wecG	
GKDD-854		ubiH	
GKDD-2683		pstA	
GKDD-2138		araC	
GKDD-3495		tcaC	
GKDD-1514		pyrC	
GKDD-548			
GKDD-244		actP	
GKDD-1295			
GKDD-3362			
GKDD-2852		cysW	
GKDD-484			
GKDD-758			
GKDD-2247		pcp	
GKDD-1255			
GKDD-2987		clpP	
GKDD-697			
GKDD-2184		rstA	
GKDD-3634		livG	
GKDD-871		tnp	
GKDD-1376			
GKDD-1224			
GKDD-1794			
GKDD-3870		selA	
GKDD-1317		ansB	
GKDD-1969			
GKDD-1875		hutC	
GKDD-963			
GKDD-2916		ybbA	
GKDD-184		kefB	
GKDD-2383		y1093	
GKDD-3159		lyx	
GKDD-2602		ccmH	
GKDD-984		rpsB	
GKDD-3312			
